"number","short_description","u_approving_sdm","start_date","state","assigned_to","approval","assignment_group","backout_plan","location","sys_created_on","category","ci_class","u_closure_code","closed_at"
"CHG0527497","EMEA: Warsaw/PL  - Network ZSCALER ZT-400s SD-WAN Project Cutover - Multi PSP PHINIA Parent change","Martichuski, Jonathan, Wojcik, Rafal","2025-03-12 09:00:00","Closed Complete","Veerubhotla, Srinivasa","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Included below 

Migration Steps 
Disable Zscaler interfaces
Change static route
Validate access to WAN

Item	Responsible	Status	Notes
Console/Mgmt. access to HW	Customer
	
Configure WAN interface	Customer
	
Configure proxy settings	Zscaler
	
Hardware activation	Zscaler
	
VLAN configuration/staging	Zscaler
	
Routing / PBR settings	ZS/Customer
	
Policy migration	Zscaler
	Migration from existing FW
Disable SVI/ Add routes	ZS/Customer
	
Traffic verification	ZS/Customer
	
Device visibility & flow checks	ZS/Customer
	
Verify Intra VLAN traffic	ZS/Customer
	
Verify Inter VLAN traffic	ZS/Customer
	
Learning report generation	Zscaler
	



Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
30 min included in the plan

","20032 - Warsaw - Poland","2025-03-11 05:59:25","Network","Network Gear","Successful","2025-03-24 13:06:35"
"CHG0527498","EMEA: Warsaw/PL - Network ZSCALER ZT-400s SD-WAN Project Cutover - Multi PSP - DXC Child change","Martichuski, Jonathan, Wojcik, Rafal","2025-03-12 09:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Included below 

Migration Steps 
Disable Zscaler interfaces
Change static route
Validate access to WAN

Item	Responsible	Status	Notes
Console/Mgmt. access to HW	Customer
	
Configure WAN interface	Customer
	
Configure proxy settings	Zscaler
	
Hardware activation	Zscaler
	
VLAN configuration/staging	Zscaler
	
Routing / PBR settings	ZS/Customer
	
Policy migration	Zscaler
	Migration from existing FW
Disable SVI/ Add routes	ZS/Customer
	
Traffic verification	ZS/Customer
	
Device visibility & flow checks	ZS/Customer
	
Verify Intra VLAN traffic	ZS/Customer
	
Verify Inter VLAN traffic	ZS/Customer
	
Learning report generation	Zscaler
	



Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
30 min included in the plan

","20032 - Warsaw - Poland","2025-03-11 06:19:45","Network","Network Gear","Successful","2025-03-27 11:30:27"
"CHG0527499","EMEA: Warsaw/PL - Network ZSCALER ZT-400s SD-WAN Project Cutover - Multi PSP - TCS Child change","Martichuski, Jonathan, Wojcik, Rafal","2025-03-12 09:00:00","Closed Complete","Gajapathy, Suresh Kumar","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Included below 

Migration Steps 
Disable Zscaler interfaces
Change static route
Validate access to WAN

Item	Responsible	Status	Notes
Console/Mgmt. access to HW	Customer
	
Configure WAN interface	Customer
	
Configure proxy settings	Zscaler
	
Hardware activation	Zscaler
	
VLAN configuration/staging	Zscaler
	
Routing / PBR settings	ZS/Customer
	
Policy migration	Zscaler
	Migration from existing FW
Disable SVI/ Add routes	ZS/Customer
	
Traffic verification	ZS/Customer
	
Device visibility & flow checks	ZS/Customer
	
Verify Intra VLAN traffic	ZS/Customer
	
Verify Inter VLAN traffic	ZS/Customer
	
Learning report generation	Zscaler
	



Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
30 min included in the plan

","20032 - Warsaw - Poland","2025-03-11 06:46:45","Network","Network Gear","Successful","2025-04-01 06:50:26"
"CHG0526972","Enterprise: AL11 Shared folder creation in PH1 landscape -Single PSP DXC change","","2025-03-14 04:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Revert the changes made.
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?
30 mins (YES)","20005 - Azure Europe West","2025-01-30 09:03:32","Hardware","All Servers","Successful","2025-03-24 02:49:16"
"CHG0526680","Global - PIRPRZB048 Printer Creation in SAP PH1 -  Single PSP DXC change","","2025-03-14 04:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.
Delete the printer created in SAP  
Q. What is the duration required to perform the backout plan and is it included in the scheduled window? 
yes, 2 Hours ","20005 - Azure Europe West","2025-01-10 07:28:30","Hardware","All Servers","Successful","2025-03-24 02:52:28"
"CHG0527156","EMEA 10415 - Buckingham - Migration from PBX Telephony to Teams Telephony","Proyer, Damon","2025-03-14 08:00:00","Closed Complete","Bhuvanagiri, Manasa","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
There is no back out plan
Q. What is the duration required to perform the back out plan and is it included in the scheduled window?  
There is no back out plan","10415 - Hartridge - United Kingdom","2025-02-14 17:49:30","Software","ADM Applications","Successful","2025-03-19 12:48:00"
"CHG0527227","Enterprise- Pre-Approved Apply MS Security patches (March-2025) on DT TestDEV Servers (2nd weekend) - Reboot required - DXC Parent Change","","2025-03-14 22:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min.
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.","20005 - Azure Europe West","2025-02-19 13:27:56","Hardware","Windows Server","Successful","2025-03-24 02:55:26"
"CHG0527393","Global - Need to migrate GPFS Prod DB server  to PHINIA domain  - DXC Child Change","Chava, Sri","2025-03-15 00:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
DXC will rollback the change

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
5 hrs. Yes.","10671 - Amsterdam CoLocation","2025-03-05 06:18:08","Hardware","Linux Server","Successful","2025-03-26 07:27:38"
"CHG0527199","EMEA - Delphidrive to PHINIA Domain Migration - 00202 - Blois - France - Multi PSP TCS Child Change","Gauthier, Guillaume","2025-03-15 13:00:00","Closed Complete","Gajapathy, Suresh Kumar","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","00202 - Blois - France","2025-02-18 08:55:50","Hardware","All Servers","Successful","2025-04-01 07:39:29"
"CHG0527198","EMEA - Delphidrive to PHINIA Domain Migration - 00202 - Blois - France - Multi PSP DXC Parent Change","Gauthier, Guillaume","2025-03-15 13:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","00202 - Blois - France","2025-02-18 08:54:27","Hardware","All Servers","Successful","2025-03-25 08:02:56"
"CHG0527313","EMEA - Delphidrive to PHINIA Domain Migration - 00202 - Blois - France - Multi PSP Phinia Child Change","Gauthier, Guillaume","2025-03-15 13:00:00","Closed Complete","Bhuvanagiri, Manasa","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","00202 - Blois - France","2025-02-27 09:03:08","Hardware","All Servers","Successful","2025-03-27 10:27:05"
"CHG0527493","Global: 8300000419, Mar-16-MTW | PH1/PS2 Landscapes Restart - TCS Child change","Naqvi, Masooma","2025-03-15 22:30:00","Closed Complete","Gajapathy, Suresh Kumar","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.
Restart of apps and DB  

Q. What is the duration required to perform the backout plan and is it included in the scheduled window? 
3 HOurs, yes (included) 
","20005 - Azure Europe West","2025-03-11 02:15:12","Hardware","All Servers","Successful","2025-04-22 11:12:33"
"CHG0526805","Enterprise- PH1 -  login/password_change_for_sso Update - Single PSP DXC change","Naqvi, Masooma","2025-03-15 22:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Rever the parameter values
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?
1 hour (YES)","20005 - Azure Europe West","2025-01-21 06:21:33","Hardware","All Servers","Successful","2025-03-24 02:50:50"
"CHG0527492","Global: 8300000419, Mar-16-MTW | PH1/PS2 Landscapes Restart - DXC Parent Change","Naqvi, Masooma","2025-03-15 22:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.
Restart of apps and DB  

Q. What is the duration required to perform the backout plan and is it included in the scheduled window? 
3 HOurs, yes (included) 
","20005 - Azure Europe West","2025-03-11 02:13:00","Hardware","All Servers","Successful","2025-03-24 03:55:23"
"CHG0527316","EMEA - Delphidrive to PHINIA Domain Migration - 00274 - Gillingham - Multi PSP Phinia Child Change","Proyer, Damon","2025-03-18 14:00:00","Closed Complete","Veerubhotla, Srinivasa","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","00274 - Gillingham - United Kingdom","2025-02-27 09:06:06","Hardware","All Servers","Successful","2025-11-28 11:31:45"
"CHG0527314","EMEA - Delphidrive to PHINIA Domain Migration - 00274 - Gillingham - Multi PSP DXC Parent Change","Proyer, Damon","2025-03-18 14:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","00274 - Gillingham - United Kingdom","2025-02-27 09:04:18","Hardware","All Servers","Successful","2025-04-08 11:32:22"
"CHG0527315","EMEA - Delphidrive to PHINIA Domain Migration - 00274 - Gillingham - Multi PSP TCS Child Change","Proyer, Damon","2025-03-18 14:00:00","Closed Complete","Gajapathy, Suresh Kumar","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","00274 - Gillingham - United Kingdom","2025-02-27 09:05:10","Hardware","All Servers","Successful","2025-04-18 09:43:31"
"CHG0527203","EMEA| PLM servers DR testing in bubble network - DXC single PSP change","","2025-03-19 08:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Ans: Revert the changes made.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  0.5 hours (Yes)","10671 - Amsterdam CoLocation","2025-02-18 09:42:29","Hardware","All Servers","Successful","2025-03-26 10:31:02"
"CHG0527589","Enterprise -  NXLog Config- Windows and Linux servers- Multi PSP TCS Child Change","Chava, Sri","2025-03-19 22:30:00","Closed Complete","Gajja, Raveena","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
1 hr (yes)","20005 - Azure Europe West","2025-03-17 10:39:31","Hardware","All Servers","Successful","2025-04-22 11:17:27"
"CHG0527320","Enterprise -  NXLog Config- Windows and Linux servers- Multi PSP DXC Parent Change","Chava, Sri","2025-03-19 22:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
1 hr (yes)","20005 - Azure Europe West","2025-02-27 09:09:42","Hardware","All Servers","Successful","2025-04-08 11:35:21"
"CHG0527584","EMEA- Need to migrate the development server   to PHINIA domain  - DXC Child Change","","2025-03-20 02:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
DXC will rollback the change

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
5 hrs. Yes.","10657 - Bucharest - Romania","2025-03-17 02:45:34","Hardware","All Servers","Successful","2025-04-29 02:35:14"
"CHG0527339","EMEA | SRQ0054629: Migrate the application and database from old server to new one- PHINIA Child change for APP","Proyer, Damon","2025-03-20 20:00:00","Closed Complete","Veerubhotla, Srinivasa","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan. 
Ans-: Keep the service run on old server.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-: 10 hours (Yes).","00274 - Gillingham - United Kingdom","2025-03-02 21:16:33","Hardware","All Servers","Successful","2025-05-29 08:01:03"
"CHG0527338","EMEA | SRQ0054629: Migrate the application and database from old server to new one-Parent change for DXC","Proyer, Damon","2025-03-20 20:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan. 
Ans-: Keep the service run on old server.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-: 10 hours (Yes).","00274 - Gillingham - United Kingdom","2025-03-02 21:15:59","Hardware","All Servers","Successful","2025-04-17 11:09:39"
